center,region,band_id,wn_start,wn_end,wn_peak,score_mean_f,score_max_f,score_sum_f,n_features_in_band,n_samples,strategy,weighted_score,center_weight
1500,overall,9,1291.183594,1329.474609,1291.183594,5.9681559145979675,21.549284010324183,214.85361292552682,36,118,new_primary_top3_top4_a007,0.4177709140218578,0.07
1500,overall,8,1250.40332,1290.084961,1290.084961,5.475016287964314,20.73668980262372,202.5756026546796,37,118,new_primary_top3_top4_a007,0.383251140157502,0.07
1500,overall,4,1090.962891,1129.568359,1127.304688,5.420698642432527,15.283553786488257,189.72445248513847,35,118,new_primary_top3_top4_a007,0.37944890497027695,0.07
1500,overall,18,1650.983398,1689.845703,1682.708008,4.621857455639834,9.453189634690515,180.25244076995352,39,118,new_primary_top3_top4_a007,0.3235300218947884,0.07
1500,overall,2,1010.616211,1049.787109,1012.928711,4.503264443541804,15.55122170446115,157.61425552396312,35,118,new_primary_top3_top4_a007,0.3152285110479263,0.07
1500,overall,23,1850.436523,1889.833984,1880.012695,4.180947402940352,8.435993975301868,171.41884352055442,41,118,new_primary_top3_top4_a007,0.29266631820582467,0.07
1500,overall,11,1370.739258,1409.539063,1395.560547,4.052917474535711,10.797537979111889,149.95794655782132,37,118,new_primary_top3_top4_a007,0.2837042232174998,0.07
1500,overall,19,1690.864258,1729.438477,1710.186523,3.9906659689549566,8.361453712966457,155.6359727892433,39,118,new_primary_top3_top4_a007,0.279346617826847,0.07
1500,overall,1,971.169922,1009.459961,976.988281,3.598805296094003,7.0869893048348125,122.3593800671961,34,118,new_primary_top3_top4_a007,0.25191637072658024,0.07
1500,overall,26,1970.641602,1997.616211,1971.607422,3.2380500990872982,8.220665198801969,93.90345287353165,29,118,new_primary_top3_top4_a007,0.2266635069361109,0.07
1500,overall,15,1530.576172,1569.277344,1537.918945,3.1131484701768475,11.342291351378375,118.29964186672021,38,118,new_primary_top3_top4_a007,0.21792039291237936,0.07
1500,overall,3,1050.935547,1089.823242,1060.110352,3.0945214105125194,10.108492133810358,108.30824936793817,35,118,new_primary_top3_top4_a007,0.21661649873587638,0.07
1500,overall,0,930.273438,970.004883,941.988281,3.0253142610090706,8.163714026085497,105.88599913531748,35,118,new_primary_top3_top4_a007,0.21177199827063498,0.07
1500,overall,22,1810.742188,1849.448242,1822.681641,2.8913366996671925,11.433538400948,115.6534679866877,40,118,new_primary_top3_top4_a007,0.2023935689767035,0.07
1500,overall,25,1930.882813,1969.675781,1956.131836,2.6990951593154144,9.167124546145986,110.662901531932,41,118,new_primary_top3_top4_a007,0.18893666115207902,0.07
1500,overall,21,1770.74707,1809.746094,1800.771484,2.667215990317829,7.6991428783234115,106.68863961271316,40,118,new_primary_top3_top4_a007,0.18670511932224806,0.07
1500,overall,5,1130.699219,1170.147461,1130.699219,2.6542515164680123,14.278568737586069,95.55305459284844,36,118,new_primary_top3_top4_a007,0.18579760615276086,0.07
1500,overall,17,1610.803711,1649.957031,1620.102539,2.3639010646237333,7.496397780356415,92.19214152032559,39,118,new_primary_top3_top4_a007,0.16547307452366133,0.07
1500,overall,16,1570.319336,1609.769531,1604.594727,2.2932795892944218,5.178324626308082,89.43790398248245,39,118,new_primary_top3_top4_a007,0.16052957125060954,0.07
1500,overall,20,1730.450195,1769.743164,1735.503906,2.0719371767943238,6.847609675089137,82.87748707177295,40,118,new_primary_top3_top4_a007,0.14503560237560267,0.07
1500,overall,7,1210.425781,1249.296875,1228.230469,2.0512738117523543,4.417344243557086,73.84585722308476,36,118,new_primary_top3_top4_a007,0.14358916682266482,0.07
1500,overall,10,1330.564453,1369.657227,1353.40332,1.9819462585783227,6.1808639306087425,73.33201156739794,37,118,new_primary_top3_top4_a007,0.1387362381004826,0.07
1500,overall,24,1890.81543,1929.90918,1902.574219,1.342094726705724,5.5209045803978505,55.02588379493468,41,118,new_primary_top3_top4_a007,0.09394663086940068,0.07
1500,overall,6,1171.270508,1209.310547,1207.080078,1.2452832725396668,5.855233855082489,43.584914538888334,35,118,new_primary_top3_top4_a007,0.08716982907777668,0.07
