center,region,wn,score_f,n_samples
1500,cerebellum,1292.28125,21.271844723834402,28
1500,cerebellum,1293.378906,23.264005294616894,28
1500,cerebellum,1294.476563,20.628897173730365,28
1500,cerebellum,1295.573242,15.67273697179513,28
1500,cerebellum,1296.669922,9.132972058215783,28
1500,cerebellum,1297.766602,3.4606317968734865,28
1500,cerebellum,1298.863281,0.44146734829134937,28
1500,cerebellum,1299.959961,0.1503051092654291,28
1500,cerebellum,1301.055664,0.8832971010429391,28
1500,cerebellum,1302.151367,0.9139227663476492,28
1500,cerebellum,1303.24707,0.9333242815254575,28
1500,cerebellum,1304.342773,1.066843005126326,28
1500,cerebellum,1305.4375,1.1696270820196988,28
1500,cerebellum,1306.533203,1.2547663423120121,28
1500,cerebellum,1307.62793,0.9354611693671327,28
1500,cerebellum,1308.72168,0.7523063201770929,28
1500,cerebellum,1309.816406,0.7920159069875101,28
1500,cerebellum,1310.910156,0.6708327155248355,28
1500,cerebellum,1312.003906,0.8030077641176728,28
1500,cerebellum,1313.097656,0.957937969426032,28
1500,cerebellum,1314.191406,1.5042857886471255,28
1500,cerebellum,1315.28418,1.962183764077726,28
1500,cerebellum,1316.376953,1.8223744237160675,28
1500,cerebellum,1317.469727,2.0484067678555595,28
1500,cerebellum,1318.5625,1.9253613046425138,28
1500,cerebellum,1319.654297,2.636930146601516,28
1500,cerebellum,1320.746094,2.564249379660868,28
1500,cerebellum,1321.837891,1.3683135625884375,28
1500,cerebellum,1322.929688,1.013983569469815,28
1500,cerebellum,1324.021484,1.5770029731630282,28
1500,cerebellum,1325.112305,3.841422421093052,28
1500,cerebellum,1326.203125,4.770264539092143,28
1500,cerebellum,1327.293945,4.780332262802755,28
1500,cerebellum,1328.384766,4.867677058784874,28
1500,cerebellum,1329.474609,4.096782909431357,28
1500,cerebellum,1330.564453,3.687973793150018,28
1500,cerebellum,1331.654297,4.693477626217408,28
1500,cerebellum,1332.744141,5.046617381052674,28
1500,cerebellum,1333.833008,5.254649148950734,28
1500,cerebellum,1334.921875,6.94713247322475,28
1500,cerebellum,1336.011719,7.521157327589814,28
1500,cerebellum,1337.099609,6.580129649138464,28
1500,cerebellum,1338.188477,3.499577771441607,28
1500,cerebellum,1339.276367,0.30502473360955457,28
1500,cerebellum,1340.364258,0.14851204480796684,28
1500,cerebellum,1341.452148,0.4161033880211272,28
1500,cerebellum,1342.540039,0.36529101228700817,28
1500,cerebellum,1343.626953,0.011727094336107897,28
1500,cerebellum,1344.714844,4.099722446503567,28
1500,cerebellum,1345.801758,9.03948131349109,28
